Elevation (metres);Meter från start;Lutning i grader
666,3;1487991;1,364
668,7;1488090;1,389
667,3;1488162;-1,114
666,1;1488235;-0,942
664;1488324;-1,352
659,5;1488413;-2,895
659,6;1488501;0,065
660;1488590;0,258
659,1;1488679;-0,579
657,7;1488768;-0,901
655,5;1488857;-1,416
656,1;1488946;0,386
655,6;1489035;-0,322
655;1489121;-0,400
655,8;1489206;0,539
654,3;1489292;-0,999
653,4;1489366;-0,697
653,8;1489439;0,314
655;1489534;0,724
655,3;1489629;0,181
655,2;1489699;-0,082
654,2;1489769;-0,818
655;1489839;0,655
653,2;1489909;-1,473
650,5;1489978;-2,241
647,2;1490051;-2,588
645,3;1490143;-1,183
644,8;1490211;-0,421
643,5;1490284;-1,020
641,8;1490357;-1,334
639,9;1490423;-1,649
638,1;1490499;-1,357
638,2;1490520;0,273
638,2;1490524;0,000
638,3;1490568;0,130
638,5;1490613;0,255
639;1490661;0,597
639,1;1490667;0,955
641;1490737;1,555
642,9;1490787;2,176
642,6;1490863;-0,226
642,5;1490939;-0,075
641,7;1491015;-0,603
638,2;1491090;-2,672
631,6;1491172;-4,602
634,7;1491260;2,018
639,1;1491321;4,126
642,2;1491381;2,958
643,4;1491460;0,870
641,2;1491539;-1,595
637,5;1491618;-2,682
630,3;1491709;-4,524
624,3;1491801;-3,731
621,8;1491885;-1,705
621,3;1491927;-0,682
621,1;1491961;-0,337
621;1491994;-0,174
621,1;1492014;0,286
620,7;1492060;-0,498
618,1;1492137;-1,934
613,9;1492226;-2,702
612,5;1492268;-1,909
611,4;1492324;-1,125
610,3;1492403;-0,798
610,9;1492466;0,546
611,8;1492530;0,806
610,1;1492623;-1,047
610;1492651;-0,205
609,8;1492677;-0,441
609,7;1492702;-0,229
609,5;1492729;-0,424
609,8;1492765;0,477
610,5;1492792;1,485
611,1;1492821;1,185
611,6;1492846;1,146
611,9;1492880;0,506
611,5;1492915;-0,655
610,8;1492938;-1,743
610,2;1492966;-1,228
609,8;1492988;-1,042
609,4;1493024;-0,637
609,8;1493053;0,790
609,8;1493085;0,000
609,6;1493110;-0,458
609;1493140;-1,146
608,6;1493159;-1,206
607,6;1493192;-1,736
606,3;1493225;-2,256
605,3;1493249;-2,386
605;1493261;-1,432
604,8;1493273;-0,955
604,7;1493287;-0,409
604,6;1493291;-1,432
604,3;1493315;-0,716
603,1;1493378;-1,091
602,9;1493403;-0,458
602,3;1493499;-0,358
602,2;1493540;-0,140
602;1493594;-0,212
601,7;1493614;-0,859
601,1;1493655;-0,838
600,9;1493671;-0,716
600,7;1493677;-1,909
600,5;1493687;-1,146
600,3;1493710;-0,498
600,1;1493726;-0,716
599,9;1493803;-0,149
599,6;1493844;-0,419
599,4;1493876;-0,358
598,8;1493965;-0,386
597,8;1494054;-0,644
597,3;1494127;-0,392
597,3;1494159;0,000
597;1494199;-0,430
596,6;1494231;-0,716
596;1494265;-1,011
595,5;1494287;-1,302
594,8;1494319;-1,253
594,7;1494344;-0,229
595,5;1494436;0,498
596,4;1494503;0,770
597,3;1494565;0,832
596,9;1494589;-0,955
596,4;1494604;-1,909
594,3;1494653;-2,454
594,2;1494681;-0,205
594,4;1494702;0,546
594,9;1494744;0,682
595;1494770;0,220
594,1;1494829;-0,874
592,9;1494911;-0,838
592,9;1494957;0,000
593,4;1495012;0,521
593,9;1495047;0,818
593,7;1495075;-0,409
593,1;1495121;-0,747
593;1495175;-0,106
593;1495204;0,000
593;1495229;0,000
593;1495261;0,000
592,8;1495289;-0,409
591;1495366;-1,339
591;1495443;0,000
590,7;1495520;-0,223
589,4;1495577;-1,307
589,2;1495588;-1,042
589,2;1495654;0,000
589,3;1495683;0,198
589,3;1495689;0,000
589,3;1495720;0,000
589,3;1495745;0,000
589,2;1495776;-0,185
588,3;1495874;-0,526
587,4;1495942;-0,758
587;1495973;-0,739
587;1496033;0,000
587;1496041;0,000
587,6;1496097;0,614
587,9;1496129;0,537
587,7;1496152;-0,498
587,4;1496172;-0,859
587;1496201;-0,790
587,4;1496268;0,342
587,2;1496336;-0,169
587,1;1496349;-0,441
587,1;1496407;0,000
587,1;1496444;0,000
587,3;1496466;0,521
587,5;1496501;0,327
587,5;1496526;0,000
586,2;1496592;-1,128
585,6;1496669;-0,446
584,3;1496755;-0,866
584,3;1496839;0,000
583,8;1496923;-0,341
583,7;1496972;-0,117
583,4;1497004;-0,537
583,1;1497034;-0,573
583;1497075;-0,140
582,8;1497095;-0,573
582,5;1497119;-0,716
582,3;1497160;-0,279
583;1497209;0,818
583,3;1497226;1,011
583,6;1497240;1,228
583,9;1497257;1,011
584,2;1497268;1,562
584,4;1497278;1,146
584,6;1497292;0,818
584,8;1497303;1,042
584,9;1497313;0,573
585;1497322;0,637
585;1497324;0,000
585;1497331;0,000
585;1497344;0,000
584,9;1497357;-0,441
584,9;1497366;0,000
584,6;1497385;-0,905
584,4;1497391;-1,909
584,3;1497395;-1,432
583,9;1497409;-1,637
583,6;1497416;-2,454
583,2;1497428;-1,909
583,2;1497429;0,000
582,3;1497453;-2,148
581,8;1497506;-0,541
581,5;1497560;-0,318
581,3;1497585;-0,458
580,8;1497631;-0,623
580,2;1497646;-2,291
579,6;1497662;-2,148
578,4;1497726;-1,074
578,7;1497747;0,818
578,7;1497748;0,000
579,3;1497809;0,564
580;1497871;0,647
579,9;1497898;-0,212
579,5;1497944;-0,498
579,1;1497974;-0,764
578,3;1498041;-0,684
579,8;1498075;2,526
580,8;1498117;1,364
581;1498126;1,273
581,2;1498164;0,302
580,6;1498215;-0,674
580,2;1498254;-0,588
580;1498270;-0,716
580;1498288;0,000
578,7;1498339;-1,460
578,6;1498346;-0,818
578,4;1498353;-1,637
578,2;1498373;-0,573
578;1498450;-0,149
578,1;1498533;0,069
577,9;1498545;-0,955
577,6;1498563;-0,955
577,4;1498582;-0,603
577;1498629;-0,488
576,7;1498725;-0,179
577;1498795;0,246
576,9;1498865;-0,082
575,9;1498947;-0,699
575;1499029;-0,629
575,8;1499112;0,552
576,4;1499194;0,419
575,2;1499279;-0,809
575;1499364;-0,135
574,6;1499450;-0,266
574,4;1499519;-0,166
574,9;1499587;0,421
574,8;1499632;-0,127
574,6;1499644;-0,955
574;1499731;-0,395
574;1499756;0,000
573,5;1499822;-0,434
572,6;1499872;-1,031
571,7;1499923;-1,011
571,1;1499977;-0,637
571;1500031;-0,106
571;1500084;0,000
571,2;1500137;0,216
571,8;1500189;0,661
571,5;1500242;-0,324
570,9;1500295;-0,649
570,4;1500349;-0,531
569,9;1500436;-0,329
569,7;1500468;-0,358
569,5;1500503;-0,327
569,4;1500517;-0,409
569,3;1500528;-0,521
569,2;1500537;-0,637
569,1;1500550;-0,441
568,7;1500583;-0,694
568,6;1500589;-0,955
568,5;1500593;-1,432
568,4;1500601;-0,716
568,2;1500612;-1,042
568,1;1500614;-2,862
568;1500619;-1,146
568;1500620;0,000
568;1500626;0,000
568;1500634;0,000
568;1500643;0,000
568;1500646;0,000
568,1;1500653;0,818
568,1;1500661;0,000
568,1;1500664;0,000
568,1;1500669;0,000
568,1;1500675;0,000
568;1500689;-0,409
567,9;1500695;-0,955
567,8;1500706;-0,521
567,8;1500707;0,000
567,7;1500713;-0,955
567,6;1500718;-1,146
567,5;1500723;-1,146
567,5;1500727;0,000
567,4;1500736;-0,637
567,3;1500750;-0,409
567,1;1500761;-1,042
567,1;1500767;0,000
567;1500775;-0,716
567;1500781;0,000
567;1500786;0,000
567;1500796;0,000
567;1500807;0,000
567;1500819;0,000
567;1500831;0,000
567;1500846;0,000
567;1500859;0,000
567;1500878;0,000
567;1500891;0,000
567;1500902;0,000
567;1500906;0,000
567,1;1500921;0,382
567,3;1500933;0,955
567,4;1500945;0,477
568,5;1500958;4,837
569,3;1500967;5,080
571,2;1500989;4,936
572,1;1501001;4,289
573,9;1501020;5,412
577;1501049;6,102
578,2;1501061;5,711
579,5;1501078;4,373
580,3;1501090;3,814
580,3;1501113;0,000
580,1;1501140;-0,424
579,1;1501165;-2,291
579,9;1501200;1,309
579,6;1501233;-0,521
579,7;1501259;0,220
575,2;1501335;-3,389
569,8;1501412;-4,012
569,7;1501432;-0,286
568,2;1501505;-1,177
567,8;1501582;-0,298
567,5;1501660;-0,220
568,4;1501715;0,937
569,1;1501740;1,604
569,9;1501774;1,348
570;1501785;0,521
569,9;1501822;-0,155
569,7;1501847;-0,458
569,6;1501851;-1,432
568,8;1501883;-1,432
568,1;1501933;-0,802
568,2;1501940;0,818
568,5;1501967;0,637
568,8;1502001;0,506
568,8;1502010;0,000
568,9;1502041;0,185
568,9;1502052;0,000
568,8;1502085;-0,174
568,3;1502112;-1,061
567,6;1502155;-0,933
567,2;1502191;-0,637
567,1;1502215;-0,239
567,2;1502312;0,059
567,6;1502409;0,236
567;1502506;-0,354
566,6;1502528;-1,042
566,7;1502583;0,104
567;1502609;0,661
567;1502626;0,000
566,9;1502649;-0,249
566,5;1502703;-0,424
566,6;1502738;0,164
566,7;1502750;0,477
566,8;1502823;0,078
567,3;1502896;0,392
568,4;1502965;0,913
568,3;1502973;-0,716
567,9;1503006;-0,694
567,3;1503033;-1,273
566,9;1503063;-0,764
566,9;1503068;0,000
566,8;1503106;-0,151
566,7;1503116;-0,573
566,4;1503156;-0,430
565,7;1503197;-0,978
565,3;1503253;-0,409
565;1503309;-0,307
564,6;1503356;-0,488
564,5;1503382;-0,220
564,9;1503442;0,382
565;1503456;0,409
565;1503463;0,000
564,9;1503510;-0,122
564,4;1503554;-0,651
563,9;1503594;-0,716
564;1503625;0,185
565,3;1503668;1,732
565,9;1503705;0,929
566,1;1503739;0,337
567,1;1503779;1,432
567,3;1503813;0,337
567,7;1503835;1,042
568,1;1503861;0,881
568,2;1503875;0,409
567,1;1503910;-1,800
566,8;1503917;-2,454
565,2;1503945;-3,270
563,4;1503993;-2,148
562,4;1504031;-1,507
562;1504058;-0,849
562;1504078;0,000
562;1504096;0,000
562;1504146;0,000
562;1504190;0,000
562,8;1504259;0,664
562,7;1504328;-0,083
562,1;1504411;-0,414
561,2;1504494;-0,621
560,9;1504589;-0,181
560,9;1504637;0,000
560,4;1504709;-0,398
560,6;1504785;0,151
560,9;1504855;0,246
560,8;1504925;-0,082
560,8;1504929;0,000
560,9;1504941;0,477
561;1505008;0,086
561;1505010;0,000
561;1505022;0,000
561;1505027;0,000
561;1505050;0,000
561;1505070;0,000
561;1505080;0,000
561;1505099;0,000
561;1505122;0,000
560,7;1505150;-0,614
560,3;1505180;-0,764
560,1;1505198;-0,637
560;1505212;-0,409
559,9;1505223;-0,521
559,7;1505241;-0,637
559,6;1505256;-0,382
559,4;1505273;-0,674
559,4;1505296;0,000
559,6;1505323;0,424
559,7;1505327;1,432
559,9;1505349;0,521
559,8;1505388;-0,147
559,4;1505432;-0,521
559,3;1505439;-0,818
559,1;1505459;-0,573
558,6;1505497;-0,754
558,1;1505556;-0,486
558;1505574;-0,318
557,9;1505595;-0,273
557,1;1505624;-1,580
556,5;1505649;-1,375
556;1505683;-0,843
556,1;1505716;0,174
556;1505738;-0,260
556;1505752;0,000
556;1505769;0,000
556,1;1505782;0,441
556;1505789;-0,818
556,1;1505806;0,337
556,8;1505870;0,627
557;1505885;0,764
557,3;1505915;0,573
557,3;1505945;0,000
557,3;1505947;0,000
557,4;1505950;1,909
557,4;1505953;0,000
557,4;1505955;0,000
557,4;1505977;0,000
557,4;1505981;0,000
557,5;1506007;0,220
557,5;1506060;0,000
557;1506111;-0,562
556,4;1506168;-0,603
556,3;1506227;-0,097
556,9;1506277;0,688
556,4;1506336;-0,486
556;1506411;-0,306
556;1506446;0,000
555,4;1506541;-0,362
555,5;1506554;0,441
555,9;1506622;0,337
555,8;1506673;-0,112
555,5;1506694;-0,818
555;1506727;-0,868
554,9;1506736;-0,637
554,7;1506748;-0,955
554,5;1506762;-0,818
554,4;1506771;-0,637
554,3;1506783;-0,477
554;1506845;-0,277
554;1506943;0,000
554;1506980;0,000
554;1506988;0,000
553,8;1506998;-1,146
553,5;1507027;-0,593
553,1;1507116;-0,258
553,2;1507185;0,083
553,5;1507281;0,179
553,9;1507343;0,370
553,3;1507438;-0,362
554;1507534;0,418
553,7;1507552;-0,955
553;1507612;-0,668
552,2;1507672;-0,764
552;1507763;-0,126
551,5;1507854;-0,315
552,7;1507945;0,756
551,7;1508035;-0,637
551,3;1508126;-0,252
551;1508217;-0,189
550,2;1508308;-0,504
550;1508383;-0,153
550;1508458;0,000
549,3;1508534;-0,528
549;1508604;-0,246
549;1508648;0,000
549;1508683;0,000
549,1;1508698;0,382
550;1508759;0,845
550;1508826;0,000
550;1508893;0,000
549,8;1508944;-0,225
549,5;1508999;-0,313
549,2;1509067;-0,253
549;1509106;-0,294
549,3;1509185;0,218
549,9;1509264;0,435
550;1509343;0,073
550;1509421;0,000
549,9;1509485;-0,090
549,8;1509512;-0,212
549,9;1509577;0,088
550;1509642;0,088
550;1509708;0,000
550;1509733;0,000
550;1509760;0,000
550;1509787;0,000
549,8;1509827;-0,286
549,4;1509857;-0,764
548,3;1509910;-1,189
548,6;1509963;0,324
549;1510018;0,417
549;1510038;0,000
549;1510071;0,000
549,1;1510131;0,095
549,3;1510192;0,188
548,8;1510241;-0,585
548,7;1510266;-0,229
548,5;1510301;-0,327
548,5;1510388;0,000
548,5;1510475;0,000
547,4;1510562;-0,724
547;1510614;-0,441
547,4;1510667;0,432
547,8;1510740;0,314
546,4;1510814;-1,084
547;1510888;0,465
547,4;1510965;0,298
547,1;1511042;-0,223
547;1511119;-0,074
547;1511197;0,000
547,1;1511263;0,087
547;1511330;-0,086
547;1511403;0,000
547;1511439;0,000
547;1511459;0,000
547;1511487;0,000
547;1511541;0,000
547;1511606;0,000
547;1511650;0,000
547;1511696;0,000
547;1511723;0,000
547;1511784;0,000
547;1511846;0,000
546,2;1511936;-0,509
546,7;1512026;0,318
547,3;1512116;0,382
547;1512206;-0,191
547;1512295;0,000
547,6;1512370;0,458
548,2;1512445;0,458
549;1512520;0,611
547,7;1512589;-1,079
547,6;1512686;-0,059
548,3;1512774;0,456
548,9;1512833;0,583
549;1512897;0,090
548,8;1512961;-0,179
547,4;1513045;-0,955
547,6;1513101;0,205
548,6;1513157;1,023
548;1513245;-0,391
548,9;1513332;0,593
549,7;1513419;0,527
550;1513497;0,220
550;1513575;0,000
550,1;1513648;0,078
551;1513739;0,567
549,1;1513830;-1,196
549;1513921;-0,063
548,4;1513989;-0,506
547,9;1514057;-0,421
548;1514125;0,084
548;1514170;0,000
548,1;1514240;0,082
548,1;1514297;0,000
547,3;1514389;-0,498
546,7;1514482;-0,370
547,9;1514574;0,747
549,9;1514666;1,245
549,8;1514759;-0,062
548,5;1514851;-0,810
547,7;1514944;-0,493
546,9;1515036;-0,498
547;1515129;0,062
547,1;1515221;0,062
547,9;1515303;0,559
547,1;1515384;-0,566
547,1;1515439;0,000
547,5;1515485;0,498
547,7;1515499;0,818
548,1;1515590;0,252
548;1515670;-0,072
547,9;1515751;-0,071
548;1515844;0,062
547,8;1515938;-0,122
547;1516031;-0,493
547;1516124;0,000
547;1516218;0,000
547;1516311;0,000
547,2;1516404;0,123
548,4;1516497;0,739
547,9;1516591;-0,305
547;1516684;-0,554
547,8;1516777;0,493
546,1;1516871;-1,036
546,7;1516950;0,435
546,8;1517028;0,073
547;1517107;0,145
547;1517186;0,000
546,5;1517281;-0,302
547;1517377;0,298
547;1517472;0,000
546,8;1517567;-0,121
546,8;1517638;0,000
547,1;1517670;0,537
547;1517768;-0,058
547,8;1517865;0,473
547,7;1517963;-0,058
547,7;1518061;0,000
548,6;1518159;0,526
550,5;1518258;1,099
552,1;1518357;0,926
553;1518456;0,521
553,2;1518555;0,116
553,6;1518572;1,348
554,4;1518611;1,175
554,6;1518622;1,042
555,2;1518666;0,781
555,2;1518683;0,000
555,2;1518716;0,000
554,5;1518786;-0,573
553,8;1518856;-0,573
555,2;1518926;1,146
554,8;1518996;-0,327
554,7;1519074;-0,073
554,7;1519087;0,000
554,8;1519099;0,477
554,8;1519102;0,000
555,8;1519179;0,744
556,3;1519267;0,326
555,3;1519367;-0,573
555,5;1519466;0,116
556,9;1519565;0,810
557;1519578;0,441
557,1;1519651;0,078
557;1519707;-0,102
557;1519709;0,000
558;1519800;0,630
558,2;1519891;0,126
557,2;1519967;-0,754
558;1520043;0,603
559,3;1520119;0,980
558,9;1520212;-0,246
558,2;1520305;-0,431
558,6;1520341;0,637
559,2;1520413;0,477
559,1;1520485;-0,080
559,2;1520564;0,073
559,4;1520643;0,145
559,6;1520734;0,126
559,6;1520825;0,000
559,8;1520902;0,149
560;1520980;0,147
559,1;1521067;-0,593
560;1521153;0,600
559,9;1521230;-0,074
560,6;1521306;0,528
561;1521376;0,327
561,4;1521447;0,323
563,4;1521517;1,637
563;1521609;-0,249
563,6;1521702;0,370
565,1;1521773;1,210
567;1521844;1,533
569,3;1521916;1,830
570,7;1521988;1,114
571,4;1522061;0,549
571,3;1522085;-0,239
571,1;1522098;-0,881
569,9;1522162;-1,074
569,9;1522217;0,000
570,2;1522271;0,318
569,8;1522336;-0,353
569,8;1522396;0,000
570,6;1522462;0,694
572;1522536;1,084
572,5;1522607;0,403
573,5;1522686;0,725
573,1;1522763;-0,298
571,7;1522841;-1,028
570,8;1522900;-0,874
570,9;1522964;0,090
570,8;1523022;-0,099
570,3;1523070;-0,597
569,5;1523126;-0,818
568,3;1523194;-1,011
569,3;1523276;0,699
569,9;1523329;0,649
568,9;1523377;-1,193
567,2;1523439;-1,571
567,1;1523501;-0,092
567;1523558;-0,101
567,2;1523625;0,171
567,8;1523665;0,859
568;1523714;0,234
568;1523775;0,000
568,6;1523823;0,716
569,1;1523884;0,470
569,8;1523936;0,771
570;1523996;0,191
570;1524086;0,000
570,3;1524158;0,239
570,9;1524215;0,603
571,1;1524277;0,185
571,5;1524307;0,764
572,1;1524373;0,521
572,2;1524431;0,099
572,1;1524473;-0,136
572,6;1524527;0,531
573;1524584;0,402
573;1524644;0,000
573,3;1524683;0,441
574,1;1524729;0,996
574,2;1524789;0,095
573,4;1524827;-1,206
573,2;1524862;-0,327
573,5;1524901;0,441
574;1524945;0,651
574,5;1524998;0,541
575;1525058;0,477
575;1525101;0,000
575,1;1525155;0,106
575,7;1525225;0,491
576,3;1525281;0,614
576,3;1525327;0,000
576,5;1525390;0,182
576,6;1525450;0,095
577,2;1525492;0,818
577,5;1525553;0,282
577,9;1525618;0,353
578,8;1525700;0,629
579,1;1525745;0,382
579,3;1525774;0,395
580;1525824;0,802
579,9;1525869;-0,127
580,6;1525913;0,911
580,5;1525942;-0,198
580;1525977;-0,818
579,9;1525985;-0,716
579,7;1526014;-0,395
580;1526061;0,366
580;1526099;0,000
580,3;1526147;0,358
581,1;1526191;1,042
581,5;1526228;0,619
581,3;1526280;-0,220
581,4;1526334;0,106
582;1526386;0,661
582,7;1526432;0,872
583,2;1526461;0,988
583,8;1526488;1,273
583,8;1526526;0,000
583,8;1526570;0,000
584;1526593;0,498
584,3;1526631;0,452
584,4;1526669;0,151
584,5;1526740;0,081
584,6;1526751;0,521
584,9;1526786;0,491
585,5;1526824;0,905
586,8;1526870;1,619
587,8;1526909;1,469
588;1526941;0,358
588;1526990;0,000
588,3;1527037;0,366
589;1527079;0,955
589,4;1527097;1,273
590,4;1527158;0,939
590,7;1527186;0,614
590,9;1527202;0,716
591,3;1527245;0,533
591,3;1527287;0,000
591,1;1527339;-0,220
590,7;1527382;-0,533
590,3;1527435;-0,432
590,6;1527482;0,366
591;1527545;0,364
590,7;1527600;-0,313
590,3;1527653;-0,432
590,8;1527713;0,477
590,8;1527777;0,000
590,3;1527840;-0,455
590;1527906;-0,260
589,5;1527983;-0,372
590,1;1528059;0,452
590,7;1528119;0,573
590,7;1528179;0,000
590;1528252;-0,549
589,9;1528323;-0,081
590,4;1528387;0,448
591;1528464;0,446
591;1528558;0,000
591;1528610;0,000
591;1528664;0,000
591,5;1528717;0,541
592;1528769;0,551
592,1;1528812;0,133
592,4;1528845;0,521
592,8;1528891;0,498
592,3;1528939;-0,597
591,8;1529003;-0,448
592,1;1529052;0,351
593,1;1529109;1,005
593,4;1529141;0,537
593,5;1529157;0,358
594;1529193;0,796
594,3;1529218;0,688
594,7;1529251;0,694
594,9;1529279;0,409
595,8;1529337;0,889
596,2;1529386;0,468
595,9;1529423;-0,465
595;1529470;-1,097
594,5;1529505;-0,818
595,7;1529540;1,964
596,8;1529581;1,537
597,1;1529611;0,573
597,7;1529646;0,982
598,7;1529697;1,123
599,6;1529735;1,357
600,9;1529780;1,655
602;1529827;1,341
602,4;1529868;0,559
602,8;1529906;0,603
602,7;1529962;-0,102
602,3;1530002;-0,573
601,7;1530036;-1,011
601;1530082;-0,872
601,1;1530133;0,112
601,8;1530178;0,891
602,1;1530235;0,302
602,1;1530290;0,000
602;1530342;-0,110
601,5;1530391;-0,585
601;1530457;-0,434
601;1530515;0,000
602;1530568;1,081
602,5;1530616;0,597
603,5;1530677;0,939
605;1530735;1,481
604,9;1530795;-0,095
604,2;1530843;-0,836
604,1;1530879;-0,159
604,6;1530928;0,585
605,1;1530972;0,651
605,5;1531012;0,573
606;1531058;0,623
604,9;1531127;-0,913
604,5;1531179;-0,441
606,5;1531248;1,660
607,2;1531286;1,055
607,8;1531347;0,564
608,9;1531432;0,741
609;1531477;0,127
609;1531532;0,000
609,2;1531584;0,220
609,5;1531597;1,322
610,1;1531639;0,818
610;1531681;-0,136
609,9;1531728;-0,122
610;1531774;0,125
611;1531836;0,924
611;1531883;0,000
611,4;1531932;0,468
612;1531990;0,593
613,2;1532051;1,127
613,8;1532134;0,414
613,9;1532181;0,122
614,2;1532241;0,286
615;1532302;0,751
614,5;1532384;-0,349
615,4;1532445;0,845
617,1;1532529;1,159
617,8;1532597;0,590
618,2;1532661;0,358
618,9;1532718;0,704
619,5;1532775;0,603
619,6;1532824;0,117
618,9;1532867;-0,933
618,8;1532911;-0,130
618,6;1532949;-0,302
618,3;1532987;-0,452
618,6;1533034;0,366
620,3;1533083;1,987
621,2;1533138;0,937
621,9;1533178;1,003
622,7;1533229;0,899
622,5;1533276;-0,244
622,7;1533323;0,244
623,2;1533384;0,470
623,7;1533431;0,610
624;1533468;0,465
624,5;1533518;0,573
625,1;1533578;0,573
625,7;1533634;0,614
625,6;1533695;-0,094
625,8;1533748;0,216
626,8;1533815;0,855
628;1533878;1,091
628;1533939;0,000
628,4;1533973;0,674
628,7;1534011;0,452
628,9;1534035;0,477
629,3;1534072;0,619
630;1534118;0,872
630,5;1534168;0,573
629,6;1534215;-1,097
629,5;1534228;-0,441
629,8;1534265;0,465
630,1;1534301;0,477
630,4;1534337;0,477
631,1;1534380;0,933
631,8;1534414;1,179
632,8;1534467;1,081
633,1;1534502;0,491
633,5;1534539;0,619
633,4;1534578;-0,147
632,5;1534621;-1,199
631,5;1534657;-1,591
631,4;1534686;-0,198
631,8;1534732;0,498
631,3;1534790;-0,494
630,7;1534857;-0,513
630,1;1534910;-0,649
629,8;1534962;-0,331
629,7;1535006;-0,130
629,8;1535039;0,174
629,9;1535081;0,136
630;1535123;0,136
630,4;1535167;0,521
630;1535253;-0,266
628,9;1535308;-1,146
628,5;1535356;-0,477
628,9;1535401;0,509
627,4;1535451;-1,718
626,2;1535504;-1,297
624,9;1535563;-1,262
623,5;1535607;-1,822
622,4;1535660;-1,189
622,1;1535705;-0,382
622,6;1535742;0,774
622,8;1535788;0,249
622,1;1535826;-1,055
621,8;1535863;-0,465
622;1535900;0,310
622;1535949;0,000
619,4;1536020;-2,097
617,9;1536092;-1,193
617,9;1536152;0,000
617,6;1536199;-0,366
616,6;1536234;-1,637
615,7;1536269;-1,473
615;1536312;-0,933
615;1536358;0,000
615;1536415;0,000
615;1536472;0,000
615,7;1536526;0,743
615,3;1536586;-0,382
614,2;1536640;-1,167
614;1536696;-0,205
614,3;1536757;0,282
613,4;1536825;-0,758
613,1;1536833;-2,148
612;1536882;-1,286
612,3;1536929;0,366
612,1;1536948;-0,603
611,7;1536978;-0,764
611,1;1537006;-1,228
611;1537014;-0,716
611;1537049;0,000
611;1537093;0,000
611,2;1537133;0,286
611,1;1537183;-0,115
610,9;1537204;-0,546
610,8;1537217;-0,441
611;1537255;0,302
611,3;1537297;0,409
611,6;1537339;0,409
611,9;1537379;0,430
611,5;1537428;-0,468
610,4;1537486;-1,087
611,1;1537530;0,911
611,4;1537543;1,322
611,2;1537612;-0,166
610,2;1537663;-1,123
609;1537715;-1,322
608,7;1537729;-1,228
608,3;1537759;-0,764
607,3;1537805;-1,245
606,4;1537858;-0,973
606;1537896;-0,603
605,4;1537941;-0,764
604,8;1537977;-0,955
604,7;1538003;-0,220
604,9;1538040;0,310
604,7;1538079;-0,294
604,3;1538118;-0,588
604;1538144;-0,661
604;1538174;0,000
604;1538212;0,000
604;1538262;0,000
604;1538312;0,000
604;1538359;0,000
604;1538409;0,000
604;1538449;0,000
603,9;1538485;-0,159
603,5;1538522;-0,619
603,6;1538575;0,108
602,8;1538630;-0,833
601,9;1538684;-0,955
601,7;1538762;-0,147
601;1538850;-0,456
601;1538899;0,000
601,3;1538968;0,249
602,7;1539037;1,162
604,6;1539105;1,600
604;1539144;-0,881
602,9;1539181;-1,703
602,2;1539228;-0,853
601,8;1539272;-0,521
601,3;1539313;-0,699
600,2;1539364;-1,236
599,3;1539422;-0,889
599;1539479;-0,302
598,6;1539523;-0,521
598,3;1539563;-0,430
598;1539604;-0,419
598;1539649;0,000
597,6;1539700;-0,449
597,2;1539744;-0,521
596,7;1539788;-0,651
596,1;1539836;-0,716
595,4;1539872;-1,114
595,1;1539913;-0,419
594,7;1539960;-0,488
594,6;1540013;-0,108
594,8;1540035;0,521
594,6;1540066;-0,370
594,2;1540103;-0,619
593,9;1540139;-0,477
593,5;1540187;-0,477
593,6;1540225;0,151
593,6;1540260;0,000
593,1;1540300;-0,716
592,4;1540345;-0,891
592,1;1540383;-0,452
591,7;1540421;-0,603
591,3;1540469;-0,477
591;1540505;-0,477
590,5;1540554;-0,585
590,7;1540591;0,310
591,6;1540640;1,052
592,5;1540688;1,074
592,9;1540723;0,655
592,9;1540749;0,000
592,6;1540781;-0,537
592,3;1540808;-0,637
591,9;1540858;-0,458
591,6;1540894;-0,477
591,6;1540911;0,000
591,6;1540929;0,000
591,7;1540998;0,083
591,2;1541056;-0,494
590,8;1541117;-0,376
590,3;1541193;-0,377
590,8;1541246;0,541
591,5;1541288;0,955
592;1541324;0,796
591,7;1541374;-0,344
591;1541435;-0,657
591,1;1541477;0,136
591,5;1541509;0,716
591,8;1541543;0,506
591,9;1541577;0,169
591,8;1541592;-0,382
591,1;1541634;-0,955
589,8;1541687;-1,405
589,6;1541702;-0,764
589,7;1541735;0,174
590,1;1541758;0,996
590,6;1541782;1,193
591,1;1541808;1,102
591,3;1541833;0,458
591,1;1541858;-0,458
590,7;1541883;-0,917
589,7;1541919;-1,591
589,2;1541962;-0,666
589;1541991;-0,395
588,8;1542019;-0,409
588,3;1542052;-0,868
588,1;1542078;-0,441
588;1542105;-0,212
588;1542106;0,000
588,2;1542130;0,477
588,5;1542156;0,661
588,7;1542177;0,546
589;1542203;0,661
589;1542242;0,000
589,1;1542275;0,174
589,5;1542301;0,881
590,2;1542336;1,146
590,8;1542372;0,955
590,2;1542422;-0,688
590;1542484;-0,185
590,1;1542523;0,147
590,5;1542566;0,533
590,3;1542607;-0,279
590,2;1542654;-0,122
589,8;1542693;-0,588
589,7;1542728;-0,164
589,8;1542766;0,151
589,7;1542806;-0,143
589,6;1542848;-0,136
589,9;1542887;0,441
590,2;1542926;0,441
590,8;1542971;0,764
590,9;1543022;0,112
590,8;1543071;-0,117
590,5;1543111;-0,430
589,9;1543157;-0,747
589;1543198;-1,258
