Elevation (metres);Meter från start;Lutning i grader
588,7;1543228;-0,573
588,2;1543273;-0,637
588,8;1543313;0,859
590,2;1543358;1,782
590,6;1543397;0,588
590,4;1543429;-0,358
590,2;1543457;-0,409
589,8;1543488;-0,739
589,3;1543529;-0,699
589;1543554;-0,688
589,2;1543580;0,441
589,4;1543612;0,358
589,6;1543640;0,409
589,8;1543665;0,458
590;1543686;0,546
590;1543699;0,000
590;1543713;0,000
590;1543741;0,000
589,9;1543759;-0,318
588,5;1543848;-0,901
587,5;1543884;-1,591
587,4;1543973;-0,064
588,8;1544062;0,901
588,9;1544151;0,064
588,6;1544243;-0,187
589,4;1544314;0,646
591,1;1544385;1,372
591,8;1544456;0,565
591,3;1544511;-0,521
590,8;1544567;-0,512
590,2;1544615;-0,716
588,5;1544696;-1,202
587,6;1544769;-0,706
587,3;1544848;-0,218
586,4;1544927;-0,653
587,4;1545022;0,603
588,3;1545117;0,543
588,6;1545213;0,179
588,4;1545308;-0,121
589;1545403;0,362
588;1545453;-1,146
588,3;1545503;0,344
589;1545540;1,084
589,1;1545552;0,477
589,8;1545637;0,472
589,6;1545722;-0,135
589;1545807;-0,404
589,7;1545906;0,405
588,5;1546004;-0,702
590,4;1546055;2,134
591,7;1546106;1,460
592,4;1546133;1,485
592,9;1546147;2,045
594,3;1546217;1,146
594,5;1546295;0,147
595,2;1546373;0,514
595,3;1546451;0,073
596,5;1546502;1,348
597,2;1546554;0,771
598;1546626;0,637
598,1;1546698;0,080
598,6;1546766;0,421
598,6;1546833;0,000
599,5;1546900;0,770
600,7;1546955;1,250
601,5;1547010;0,833
602,4;1547076;0,781
603,1;1547141;0,617
603,8;1547228;0,461
605,6;1547316;1,172
606,1;1547387;0,403
606,8;1547457;0,573
606,9;1547528;0,081
604,7;1547619;-1,385
605,2;1547710;0,315
603,5;1547800;-1,082
602,6;1547890;-0,573
601,6;1547979;-0,644
600,7;1548069;-0,573
599,4;1548140;-1,049
596,5;1548211;-2,339
594,7;1548283;-1,432
593,4;1548381;-0,760
592,8;1548480;-0,347
592,6;1548577;-0,118
592;1548674;-0,354
594,1;1548771;1,240
594;1548868;-0,059
593;1548965;-0,591
593,5;1549062;0,295
595,6;1549162;1,203
599,7;1549262;2,348
602,6;1549351;1,866
603,9;1549441;0,828
604;1549530;0,064
604,9;1549620;0,573
604,9;1549709;0,000
604,2;1549799;-0,446
603,8;1549888;-0,258
603,7;1549961;-0,078
603;1550034;-0,549
603,7;1550106;0,557
605,1;1550180;1,084
606,3;1550254;0,929
607,7;1550328;1,084
607,7;1550412;0,000
608,5;1550497;0,539
610,2;1550587;1,082
610,9;1550677;0,446
612,6;1550768;1,070
613,5;1550857;0,579
613;1550946;-0,322
613;1550989;0,000
613,8;1551088;0,463
614;1551187;0,116
614;1551279;0,000
614;1551371;0,000
614,8;1551429;0,790
614,7;1551488;-0,097
614,3;1551571;-0,276
613,5;1551654;-0,552
612,7;1551747;-0,493
612,1;1551841;-0,366
611,8;1551917;-0,226
612;1551992;0,153
610,9;1552068;-0,829
610;1552143;-0,688
610,1;1552234;0,063
611,4;1552325;0,818
611,6;1552416;0,126
611,2;1552507;-0,252
610,9;1552598;-0,189
611,2;1552689;0,189
611;1552778;-0,129
609,1;1552867;-1,223
608,7;1552950;-0,276
609,3;1553033;0,414
608,3;1553120;-0,659
608,6;1553206;0,200
608,5;1553303;-0,059
608;1553400;-0,295
607,8;1553496;-0,119
607,3;1553593;-0,295
606,2;1553691;-0,643
605,2;1553789;-0,585
604,4;1553887;-0,468
603,1;1553984;-0,768
603,9;1554080;0,477
605,6;1554176;1,015
606,2;1554272;0,358
605,8;1554365;-0,246
604,8;1554459;-0,610
605,2;1554553;0,244
605;1554619;-0,174
603,8;1554684;-1,058
602,4;1554752;-1,179
601,6;1554805;-0,865
601,5;1554836;-0,185
601,4;1554905;-0,083
601,4;1554962;0,000
600,8;1555020;-0,593
600;1555104;-0,546
598,6;1555173;-1,162
598,1;1555241;-0,421
596,9;1555333;-0,747
594,9;1555423;-1,273
595,7;1555514;0,504
595,7;1555597;0,000
595,7;1555681;0,000
594,1;1555767;-1,066
593,5;1555853;-0,400
593,8;1555939;0,200
594,1;1556027;0,195
593,1;1556114;-0,659
591,6;1556203;-0,966
589,9;1556291;-1,107
589,8;1556380;-0,064
590;1556466;0,133
589,5;1556552;-0,333
588,7;1556638;-0,533
587,9;1556725;-0,527
586;1556813;-1,237
585,1;1556902;-0,579
585,4;1556991;0,193
585;1557065;-0,310
585,5;1557139;0,387
585,5;1557152;0,000
585;1557209;-0,503
584,6;1557266;-0,402
584,7;1557320;0,106
584,8;1557373;0,108
585,2;1557451;0,294
584,8;1557529;-0,294
584,7;1557607;-0,073
584;1557683;-0,528
585,3;1557758;0,993
585,7;1557857;0,231
584,2;1557955;-0,877
583,4;1558054;-0,463
582,9;1558152;-0,292
582,2;1558250;-0,409
580,5;1558349;-0,984
579,5;1558447;-0,585
578,5;1558546;-0,579
578,4;1558644;-0,058
576,3;1558742;-1,228
575,9;1558841;-0,231
575;1558939;-0,526
575;1559038;0,000
575,4;1559136;0,234
575,5;1559234;0,058
573,7;1559333;-1,042
574,8;1559431;0,643
575;1559530;0,116
575;1559628;0,000
575,7;1559714;0,466
576,9;1559800;0,799
576,7;1559886;-0,133
576,2;1559975;-0,322
575,1;1560064;-0,708
575,5;1560153;0,258
575,5;1560241;0,000
575;1560328;-0,329
575;1560423;0,000
573,3;1560519;-1,015
573;1560614;-0,181
573,8;1560709;0,482
573,8;1560804;0,000
573,9;1560899;0,060
573,5;1560994;-0,241
575,4;1561089;1,146
576;1561184;0,362
574,6;1561262;-1,028
573,4;1561340;-0,881
573,3;1561393;-0,108
573,3;1561445;0,000
573,1;1561520;-0,153
572,3;1561584;-0,716
571,2;1561648;-0,985
570,2;1561699;-1,123
569,4;1561765;-0,694
568,9;1561831;-0,434
567,6;1561916;-0,876
567,7;1562002;0,067
568;1562056;0,318
567,8;1562111;-0,208
567,6;1562191;-0,143
567;1562271;-0,430
568;1562351;0,716
567,6;1562431;-0,286
566,1;1562526;-0,905
565,9;1562622;-0,119
566,7;1562717;0,482
567,5;1562813;0,477
566,9;1562909;-0,358
566;1562996;-0,593
566;1563083;0,000
566,4;1563171;0,260
566;1563258;-0,263
565,9;1563345;-0,066
567,2;1563433;0,846
566,9;1563522;-0,193
567,1;1563610;0,130
567,5;1563685;0,306
567,6;1563761;0,075
567,5;1563815;-0,106
567,4;1563869;-0,106
567,8;1563923;0,424
568;1563976;0,216
567,4;1564029;-0,649
567,3;1564041;-0,477
567,2;1564053;-0,477
567,3;1564116;0,091
567,9;1564175;0,583
567,4;1564233;-0,494
567,3;1564240;-0,818
568;1564309;0,581
568,8;1564392;0,552
568,1;1564474;-0,489
567,4;1564545;-0,565
566,8;1564615;-0,491
566;1564686;-0,646
564,6;1564757;-1,130
563,3;1564826;-1,079
562,3;1564895;-0,830
562;1564954;-0,291
562,6;1565012;0,593
563;1565065;0,432
562,1;1565118;-0,973
562;1565174;-0,102
562,7;1565231;0,704
562,4;1565295;-0,269
562,7;1565359;0,269
563,8;1565455;0,656
563,8;1565551;0,000
563,7;1565640;-0,064
564,8;1565729;0,708
565,5;1565818;0,451
566,1;1565907;0,386
567,3;1565996;0,772
568,9;1566084;1,042
570,5;1566165;1,132
571,1;1566246;0,424
569,8;1566327;-0,919
570,1;1566408;0,212
568,8;1566507;-0,752
568,4;1566606;-0,231
570,4;1566705;1,157
569,4;1566804;-0,579
568,6;1566902;-0,468
567,7;1567001;-0,521
567,1;1567099;-0,351
567,5;1567198;0,231
566,2;1567296;-0,760
564,7;1567395;-0,868
562,1;1567493;-1,520
561,8;1567592;-0,174
562,6;1567690;0,468
561,6;1567789;-0,579
565;1567887;1,987
566,5;1567986;0,868
565,3;1568085;-0,694
563,7;1568183;-0,935
564;1568282;0,174
563,9;1568380;-0,058
561,4;1568479;-1,447
561,4;1568577;0,000
560,8;1568671;-0,366
560,4;1568764;-0,246
559,7;1568858;-0,427
560,6;1568951;0,554
562,3;1569027;1,281
562,9;1569102;0,458
563,9;1569178;0,754
564,4;1569262;0,341
564;1569347;-0,270
563,7;1569432;-0,202
563,2;1569516;-0,341
563,5;1569601;0,202
564,2;1569693;0,436
563,7;1569786;-0,308
563,2;1569878;-0,311
562,1;1569970;-0,685
563;1570062;0,560
564,8;1570154;1,121
564,3;1570246;-0,311
561,9;1570339;-1,478
560,7;1570410;-0,968
559,6;1570481;-0,888
559,5;1570538;-0,101
559,1;1570596;-0,395
558,5;1570675;-0,435
556,3;1570755;-1,575
555,3;1570809;-1,061
554,6;1570863;-0,743
553,8;1570929;-0,694
552,5;1570995;-1,128
552,4;1571025;-0,191
552,2;1571113;-0,130
552,8;1571184;0,484
551,2;1571250;-1,389
550,2;1571279;-1,975
548,8;1571344;-1,234
548,5;1571409;-0,264
548;1571479;-0,409
547,3;1571549;-0,573
546,4;1571597;-1,074
545,2;1571659;-1,109
544,8;1571720;-0,376
543,5;1571804;-0,887
542,1;1571888;-0,955
542,5;1571972;0,273
541,3;1572057;-0,809
539,3;1572127;-1,637
539,8;1572197;0,409
540;1572267;0,164
539,3;1572338;-0,565
539;1572410;-0,239
539;1572481;0,000
539,3;1572574;0,185
537,9;1572667;-0,862
537,3;1572759;-0,374
537,8;1572836;0,372
537;1572912;-0,603
538,5;1573009;0,886
538,6;1573106;0,059
537,3;1573178;-1,034
537;1573249;-0,242
537,6;1573321;0,477
538,8;1573388;1,026
540,5;1573455;1,453
540,4;1573522;-0,086
538,2;1573611;-1,416
534,6;1573706;-2,170
533,7;1573781;-0,688
535;1573846;1,146
535,3;1573932;0,200
533,6;1574001;-1,411
533,6;1574098;0,000
532,7;1574183;-0,607
531,8;1574264;-0,637
532,3;1574341;0,372
532,4;1574387;0,125
531,6;1574432;-1,018
530,9;1574519;-0,461
530,1;1574611;-0,498
529,7;1574674;-0,364
529,2;1574737;-0,455
530;1574820;0,552
529,3;1574885;-0,617
529,4;1574951;0,087
530;1575038;0,395
530,2;1575125;0,132
529,8;1575193;-0,337
529,9;1575260;0,086
529;1575324;-0,806
528,1;1575387;-0,818
527,2;1575444;-0,905
526,8;1575500;-0,409
526,6;1575535;-0,327
526,2;1575612;-0,298
526,5;1575693;0,212
527;1575780;0,329
527,4;1575871;0,252
527,1;1575946;-0,229
527,6;1576004;0,494
527,3;1576103;-0,174
527,2;1576156;-0,108
527,9;1576230;0,542
529,3;1576309;1,015
528,6;1576396;-0,461
526,2;1576472;-1,809
523,4;1576560;-1,822
522,7;1576645;-0,472
521,9;1576741;-0,477
522;1576777;0,159
522,1;1576789;0,477
523,1;1576841;1,102
523,4;1576922;0,212
521,8;1577003;-1,132
519,7;1577064;-1,972
517,4;1577145;-1,626
516,1;1577208;-1,182
516;1577273;-0,088
515,7;1577356;-0,207
515,7;1577428;0,000
517,8;1577497;1,743
518,8;1577558;0,939
518,3;1577623;-0,441
516,8;1577706;-1,035
516,1;1577780;-0,542
515,8;1577840;-0,286
515;1577900;-0,764
516,8;1577973;1,412
515,9;1578045;-0,716
515,6;1578095;-0,344
515,6;1578145;0,000
516,5;1578216;0,726
517,2;1578280;0,627
517,8;1578354;0,465
517,5;1578396;-0,409
517,1;1578444;-0,477
517,1;1578478;0,000
517,1;1578534;0,000
517,3;1578580;0,249
517,3;1578623;0,000
517,1;1578657;-0,337
516,7;1578730;-0,314
516,3;1578782;-0,441
516,2;1578862;-0,072
517;1578926;0,716
519,5;1579008;1,746
521,2;1579102;1,036
522;1579196;0,488
521,2;1579277;-0,566
524,6;1579358;2,404
525,3;1579447;0,451
524,3;1579537;-0,637
521,1;1579634;-1,889
515;1579732;-3,562
513,1;1579769;-2,940
508,9;1579862;-2,586
507,1;1579944;-1,258
507,1;1579980;0,000
507,3;1580009;0,395
507,6;1580094;0,202
506,7;1580155;-0,845
504,8;1580210;-1,979
503,7;1580242;-1,969
502,3;1580304;-1,294
501;1580395;-0,818
500,6;1580456;-0,376
500,9;1580517;0,282
501;1580559;0,136
501,9;1580628;0,747
502,6;1580677;0,818
503,3;1580735;0,691
504,2;1580827;0,560
504,7;1580877;0,573
505,2;1580913;0,796
505,8;1580956;0,799
506,7;1581035;0,653
507,1;1581098;0,364
508,5;1581152;1,485
509,3;1581219;0,684
509,9;1581281;0,554
510,3;1581318;0,619
511,1;1581406;0,521
511,8;1581463;0,704
512,6;1581526;0,728
512,8;1581581;0,208
512,7;1581613;-0,179
512,7;1581615;0,000
512,7;1581674;0,000
513;1581719;0,382
513;1581744;0,000
513;1581779;0,000
513;1581817;0,000
513;1581884;0,000
513;1581952;0,000
512,2;1582013;-0,751
511,3;1582071;-0,889
509,4;1582132;-1,784
510,1;1582219;0,461
510;1582298;-0,073
510;1582367;0,000
508,9;1582435;-0,927
509,1;1582504;0,166
509,7;1582556;0,661
510,6;1582608;0,992
511,2;1582682;0,465
510,3;1582756;-0,697
510,7;1582830;0,310
512,8;1582907;1,562
514,5;1583002;1,025
516,5;1583096;1,219
518,5;1583191;1,206
518,1;1583286;-0,241
516,6;1583362;-1,131
515,4;1583438;-0,905
515,5;1583490;0,110
515;1583547;-0,503
514,8;1583643;-0,119
514,2;1583709;-0,521
513;1583772;-1,091
513;1583866;0,000
513,8;1583961;0,482
514,3;1584056;0,302
514;1584152;-0,179
515,4;1584247;0,844
516,6;1584337;0,764
517,8;1584427;0,764
519,6;1584517;1,146
521,2;1584607;1,018
521,1;1584693;-0,067
521,2;1584743;0,115
523,4;1584829;1,465
523,8;1584914;0,270
523,5;1584970;-0,307
523,5;1585060;0,000
523,1;1585151;-0,252
522,5;1585242;-0,378
520,9;1585333;-1,007
519,7;1585412;-0,870
522;1585490;1,689
522,5;1585569;0,363
522;1585648;-0,363
520,9;1585729;-0,778
518,4;1585811;-1,746
516,7;1585893;-1,188
514,8;1585975;-1,327
514,5;1585989;-1,228
512,9;1586073;-1,091
511,3;1586157;-1,091
510,2;1586242;-0,741
510,3;1586300;0,099
509,9;1586378;-0,294
509,1;1586455;-0,595
510,4;1586533;0,955
508,9;1586613;-1,074
511,3;1586694;1,697
512,9;1586774;1,146
509,3;1586847;-2,823
505,8;1586920;-2,745
505;1586992;-0,637
503,7;1587070;-0,955
503,6;1587137;-0,086
502;1587220;-1,104
501,4;1587302;-0,419
500,6;1587395;-0,493
498,2;1587488;-1,478
497,4;1587560;-0,637
498,1;1587631;0,565
496,6;1587670;-2,203
495,4;1587725;-1,250
495;1587759;-0,674
495,4;1587797;0,603
496,1;1587843;0,872
496,9;1587886;1,066
497,4;1587931;0,637
497,1;1587971;-0,430
496,4;1588016;-0,891
495,1;1588050;-2,190
493,8;1588090;-1,861
492,9;1588122;-1,611
491,4;1588175;-1,621
490,8;1588203;-1,228
489,5;1588239;-2,068
488,8;1588277;-1,055
488;1588348;-0,646
488,2;1588419;0,161
488,2;1588472;0,000
487,7;1588508;-0,796
487;1588535;-1,485
486,1;1588580;-1,146
486,4;1588617;0,465
486,8;1588661;0,521
486,9;1588697;0,159
486,6;1588731;-0,506
486,3;1588763;-0,537
486,1;1588795;-0,358
485,7;1588842;-0,488
485,5;1588875;-0,347
485,4;1588917;-0,136
485;1588972;-0,417
484,5;1589028;-0,512
484,2;1589095;-0,257
483,9;1589167;-0,239
482,9;1589238;-0,807
482,2;1589310;-0,557
482,1;1589373;-0,091
482,4;1589436;0,273
482,4;1589520;0,000
482;1589617;-0,236
481,9;1589714;-0,059
481;1589793;-0,653
481,2;1589873;0,143
482,1;1589952;0,653
482;1590032;-0,072
481,8;1590110;-0,147
481,7;1590188;-0,073
481,5;1590201;-0,881
480,7;1590283;-0,559
480,7;1590349;0,000
481;1590389;0,430
480,8;1590451;-0,185
480,7;1590461;-0,573
479,3;1590553;-0,872
478,5;1590646;-0,493
477,8;1590739;-0,431
477,2;1590829;-0,382
476;1590918;-0,772
475;1591008;-0,637
476,7;1591098;1,082
476,1;1591187;-0,386
475,5;1591258;-0,484
474,3;1591330;-0,955
473,3;1591395;-0,881
472;1591461;-1,128
471,6;1591551;-0,255
472;1591641;0,255
472,2;1591653;0,955
472,5;1591692;0,441
472,5;1591765;0,000
473,3;1591841;0,603
472,7;1591918;-0,446
471,9;1592016;-0,468
472,4;1592096;0,358
471,6;1592176;-0,573
472;1592256;0,286
473,3;1592340;0,887
473,9;1592395;0,625
473,9;1592459;0,000
474,1;1592536;0,149
474,5;1592574;0,603
474;1592641;-0,428
473,8;1592701;-0,191
473,4;1592787;-0,266
473;1592882;-0,241
473;1592953;0,000
473;1593005;0,000
473;1593024;0,000
473;1593040;0,000
473,3;1593105;0,264
473,9;1593153;0,716
473,8;1593232;-0,073
473,1;1593312;-0,501
473,5;1593385;0,314
473,2;1593459;-0,232
473;1593534;-0,153
473;1593575;0,000
473;1593669;0,000
473,2;1593763;0,122
474,2;1593848;0,674
474,2;1593933;0,000
474,5;1594018;0,202
475,7;1594103;0,809
476;1594173;0,246
475,9;1594243;-0,082
478;1594314;1,694
477,8;1594391;-0,149
477,5;1594469;-0,220
477,8;1594545;0,226
477,9;1594587;0,136
478,6;1594656;0,581
479;1594683;0,849
479,7;1594728;0,891
480;1594765;0,465
480,5;1594826;0,470
481,4;1594920;0,549
481;1595014;-0,244
481,2;1595096;0,140
482,6;1595178;0,978
483,9;1595260;0,908
484;1595342;0,070
483,3;1595424;-0,489
484,3;1595510;0,666
484,7;1595596;0,266
486;1595682;0,866
486;1595771;0,000
485,9;1595861;-0,064
485,6;1595951;-0,191
487,9;1596036;1,550
488,7;1596122;0,533
488,7;1596207;0,000
488,7;1596293;0,000
488,6;1596378;-0,067
487,8;1596455;-0,595
487,1;1596532;-0,521
487,4;1596608;0,226
487,7;1596685;0,223
488;1596758;0,235
488,7;1596831;0,549
489,9;1596925;0,731
489,9;1596977;0,000
489,8;1597028;-0,112
489;1597104;-0,603
489,3;1597171;0,257
488,9;1597244;-0,314
488,2;1597302;-0,691
488,7;1597370;0,421
488;1597444;-0,542
486,8;1597519;-0,917
485,8;1597606;-0,659
485;1597693;-0,527
484,9;1597780;-0,066
482,9;1597878;-1,169
481,8;1597976;-0,643
480,9;1598074;-0,526
480,7;1598109;-0,327
480;1598189;-0,501
480;1598270;0,000
480,3;1598318;0,358
480;1598413;-0,181
479,7;1598509;-0,179
479,2;1598605;-0,298
479;1598693;-0,130
478,7;1598782;-0,193
478;1598870;-0,456
477,6;1598953;-0,276
476,5;1599036;-0,759
476,9;1599093;0,402
477,6;1599151;0,691
477,3;1599239;-0,195
476,1;1599327;-0,781
476,4;1599414;0,198
477,3;1599502;0,586
477,8;1599590;0,326
477,1;1599677;-0,461
477;1599765;-0,065
476,6;1599853;-0,260
476,5;1599953;-0,057
474,9;1600053;-0,917
474;1600153;-0,516
474,1;1600247;0,061
475;1600342;0,543
474;1600437;-0,603
475,3;1600531;0,792
473,8;1600626;-0,905
472;1600720;-1,097
471,9;1600815;-0,060
472;1600910;0,060
470,6;1601008;-0,818
471,5;1601106;0,526
470,7;1601205;-0,463
469,9;1601303;-0,468
469;1601401;-0,526
469,1;1601499;0,058
469,2;1601598;0,058
467;1601696;-1,286
468;1601794;0,585
467,3;1601893;-0,405
467,2;1601895;-2,862
465,9;1601990;-0,784
465,9;1602085;0,000
465,1;1602181;-0,477
464,6;1602276;-0,302
465;1602371;0,241
465,4;1602466;0,241
465;1602561;-0,241
464,9;1602656;-0,060
465;1602752;0,060
464,3;1602847;-0,422
464,3;1602942;0,000
464,5;1603037;0,121
465,8;1603132;0,784
466;1603228;0,119
466;1603323;0,000
465,2;1603418;-0,482
465,9;1603513;0,422
467,6;1603608;1,025
469;1603704;0,836
470,6;1603763;1,553
471,5;1603808;1,146
471,3;1603861;-0,216
471;1603906;-0,382
471,2;1603934;0,409
471,5;1603967;0,521
471,6;1604024;0,101
471;1604064;-0,859
470,7;1604093;-0,593
469,8;1604159;-0,781
469,4;1604221;-0,370
469,3;1604244;-0,249
469,2;1604261;-0,337
468,8;1604354;-0,246
469;1604448;0,122
469,3;1604541;0,185
470,8;1604635;0,914
472;1604728;0,739
471,9;1604828;-0,057
469,7;1604927;-1,273
467,4;1605026;-1,331
464,7;1605126;-1,547
463,4;1605224;-0,760
462,1;1605319;-0,784
460,8;1605406;-0,856
461,2;1605484;0,294
460,5;1605570;-0,466
459;1605659;-0,966
457,9;1605751;-0,685
457,4;1605819;-0,421
457,1;1605865;-0,374
456,8;1605934;-0,249
456,3;1605977;-0,666
455,3;1606040;-0,909
455,5;1606103;0,182
455;1606145;-0,682
454,1;1606223;-0,661
454,5;1606292;0,332
454,6;1606360;0,084
453,4;1606429;-0,996
453,2;1606437;-1,432
452,5;1606468;-1,294
452,4;1606489;-0,273
452,6;1606512;0,498
453;1606563;0,449
453;1606613;0,000
452,6;1606664;-0,449
452,4;1606722;-0,198
452,1;1606801;-0,218
452,9;1606888;0,527
452,8;1606929;-0,140
452,2;1606956;-1,273
451,3;1607022;-0,781
450,5;1607071;-0,935
450;1607148;-0,372
450,3;1607205;0,302
450,5;1607228;0,498
450,4;1607315;-0,066
450,7;1607366;0,337
450,4;1607417;-0,337
449;1607511;-0,853
448,1;1607606;-0,543
448,3;1607700;0,122
448;1607794;-0,183
446,6;1607876;-0,978
445;1607958;-1,118
445;1608013;0,000
444,8;1608069;-0,205
444,4;1608102;-0,694
444;1608145;-0,533
444,1;1608214;0,083
444,1;1608218;0,000
443,5;1608307;-0,386
442,6;1608395;-0,586
442,5;1608474;-0,073
442,6;1608553;0,073
442,1;1608617;-0,448
441,3;1608681;-0,716
441;1608737;-0,307
441,6;1608799;0,554
442,1;1608892;0,308
442,5;1608944;0,441
442,4;1609012;-0,084
441,2;1609070;-1,185
439,7;1609130;-1,432
439,1;1609225;-0,362
439,3;1609324;0,116
439;1609423;-0,174
439,3;1609522;0,174
440;1609621;0,405
439,5;1609705;-0,341
439;1609788;-0,345
438,5;1609865;-0,372
437,6;1609942;-0,670
437,9;1609997;0,313
438,9;1610052;1,042
438,2;1610111;-0,680
437,7;1610170;-0,486
437;1610229;-0,680
437;1610289;0,000
436,1;1610388;-0,521
436,5;1610487;0,231
436,2;1610543;-0,307
436,9;1610599;0,716
437;1610682;0,069
436;1610765;-0,690
435,9;1610848;-0,069
436;1610916;0,084
436;1610984;0,000
436;1611052;0,000
435,3;1611147;-0,422
435;1611242;-0,181
435;1611320;0,000
435,6;1611398;0,441
435;1611463;-0,529
435,1;1611528;0,088
435;1611615;-0,066
434,4;1611702;-0,395
432,4;1611789;-1,317
433,4;1611873;0,682
433,1;1611957;-0,205
433,1;1612051;0,000
433,4;1612145;0,183
433,7;1612238;0,185
433,2;1612332;-0,305
432,9;1612426;-0,183
432,7;1612465;-0,294
432,9;1612558;0,123
433,1;1612651;0,123
433,7;1612744;0,370
433,9;1612838;0,122
433,7;1612935;-0,118
434;1613031;0,179
435;1613084;1,081
435,3;1613136;0,331
435,9;1613219;0,414
436,3;1613269;0,458
436,9;1613340;0,484
437,7;1613394;0,849
438,4;1613435;0,978
440,1;1613498;1,546
441,7;1613549;1,797
442,5;1613594;1,018
443,2;1613656;0,647
442,9;1613722;-0,260
440,9;1613792;-1,637
438,8;1613861;-1,743
436,6;1613937;-1,658
433,8;1614030;-1,725
433,1;1614123;-0,431
433,8;1614215;0,436
434;1614308;0,123
433,1;1614400;-0,560
432,2;1614493;-0,554
432,8;1614561;0,506
432,9;1614629;0,084
433,9;1614679;1,146
434,1;1614729;0,229
433;1614776;-1,341
433,2;1614829;0,216
433,7;1614874;0,637
434,2;1614916;0,682
434,8;1614965;0,702
435,8;1615024;0,971
436,2;1615057;0,694
436,5;1615085;0,614
436,9;1615135;0,458
439,1;1615203;1,853
439,8;1615247;0,911
440,6;1615306;0,777
442,5;1615396;1,209
443,1;1615449;0,649
443,3;1615502;0,216
443,4;1615516;0,409
442,6;1615554;-1,206
441,5;1615592;-1,658
440,5;1615628;-1,591
439,4;1615678;-1,260
439,1;1615711;-0,521
438,7;1615738;-0,849
438;1615767;-1,383
436,8;1615830;-1,091
436,6;1615879;-0,234
436,4;1615930;-0,225
436,5;1615982;0,110
436;1616035;-0,541
436;1616098;0,000
435,8;1616151;-0,216
435,2;1616190;-0,881
435,2;1616241;0,000
435,2;1616277;0,000
434,1;1616313;-1,750
432,5;1616362;-1,870
430,6;1616432;-1,555
429,3;1616525;-0,801
428,5;1616619;-0,488
426,9;1616712;-0,986
424,2;1616811;-1,562
423,5;1616849;-1,055
423;1616903;-0,531
421,8;1616984;-0,849
420,6;1617024;-1,718
420,4;1617060;-0,318
422;1617110;1,833
422,8;1617161;0,899
422,9;1617189;0,205
425,4;1617229;3,576
426;1617270;0,838
427,8;1617312;2,454
429,2;1617367;1,458
429,9;1617428;0,657
428,4;1617515;-0,988
425,5;1617578;-2,636
423,6;1617628;-2,176
422;1617670;-2,182
422,3;1617725;0,313
423,4;1617813;0,716
424,6;1617902;0,772
424,1;1617990;-0,326
423,9;1618079;-0,129
426,1;1618168;1,416
427,2;1618256;0,716
428,3;1618345;0,708
427,9;1618433;-0,260
427,3;1618492;-0,583
427,2;1618536;-0,130
427,5;1618578;0,409
427,9;1618628;0,458
427,3;1618678;-0,688
426,5;1618715;-1,239
425,6;1618774;-0,874
425;1618809;-0,982
424,9;1618873;-0,090
426,9;1618953;1,432
426,3;1619033;-0,430
425,1;1619113;-0,859
425,3;1619188;0,153
426,6;1619264;0,980
428;1619340;1,055
428,9;1619395;0,937
429;1619454;0,097
429;1619514;0,000
429;1619590;0,000
427,8;1619642;-1,322
426,9;1619666;-2,148
425,9;1619747;-0,707
425,5;1619798;-0,449
426,6;1619850;1,212
427,1;1619901;0,562
427,4;1619984;0,207
427,6;1620067;0,138
426,5;1620164;-0,650
426;1620236;-0,398
426;1620308;0,000
425,3;1620390;-0,489
425,7;1620473;0,276
426,7;1620524;1,123
427,3;1620549;1,375
427,9;1620575;1,322
428,2;1620591;1,074
428,7;1620615;1,193
429,3;1620643;1,228
430,1;1620698;0,833
430,8;1620735;1,084
